Index, Time, X, Y, Distance, Speed, vx, vy, X_s, Y_s, Sat_Speed, vxs, vys, Dist_to_Moon
3132, 313200.0000000000000000, 259749437.3195888100000000, 285038726.5938747500000000, 385638231.8262813100000000, 1019.8969824158676000, -748.9938571253899200, 692.2413283887516400, 289997946.7474139300000000, 297491333.3129522800000000, 2288.9258891932654000, 1239.5905153598560000, 1924.2133666641721000, 32711461.8552158290000000
3133, 313300.0000000000000000, 259674537.9338762800000000, 285107950.7267136600000000, 385638962.2675052300000000, 1019.8950627552459000, -749.1743219867851200, 692.0431881813214000, 290121905.7989499000000000, 297683754.6496186900000000, 2288.3285678303560000, 1239.0117789163373000, 1923.8756316495881000, 32942268.5044377480000000
3134, 313400.0000000000000000, 259599620.5016776000000000, 285177155.0455318100000000, 385639692.8798672000000000, 1019.8931426486408000, -749.3547337577455200, 691.8450010057015300, 290245806.9768415100000000, 297876142.2127836300000000, 2287.7363823539399000, 1238.4392218256253000, 1923.5399785265267000, 33173076.7422098740000000
3135, 313500.0000000000000000, 259524685.0283018400000000, 285246339.5456323600000000, 385640423.6633154700000000, 1019.8912220961909000, -749.5350924260927700, 691.6467668764672700, 290369650.8990240700000000, 298068496.2106362600000000, 2287.1492368749073000, 1237.8727165887087000, 1923.2063771896037000, 33403886.3174320380000000
3136, 313600.0000000000000000, 259449731.5190592100000000, 285315504.2223200200000000, 385641154.6177982700000000, 1019.8893010980346000, -749.7153979796528300, 691.4484858081968900, 290493438.1706829700000000, 298260816.8483552300000000, 2286.5670379474323000, 1237.3121392583894000, 1922.8747980748833000, 33634696.9907245560000000
3137, 313700.0000000000000000, 259374759.9792612500000000, 285384649.0709008600000000, 385641885.7432639000000000, 1019.8873796543106000, -749.8956504062557500, 691.2501578154717700, 290617169.3846088100000000, 298453104.3281627300000000, 2285.9896944923180000, 1236.7573693170668000, 1922.5452121510721000, 33865508.5339406210000000
3138, 313800.0000000000000000, 259299770.4142206300000000, 285453774.0866823800000000, 385642617.0396605100000000, 1019.8854577651576000, -750.0758496937357900, 691.0517829128765500, 290740845.1215404900000000, 298645358.8493778100000000, 2285.4171177231642000, 1236.2082895594967000, 1922.2175909106750000, 34096320.7297011240000000
3139, 313900.0000000000000000, 259224762.8292512600000000, 285522879.2649736400000000, 385643348.5069362500000000, 1019.8835354307142000, -750.2559958299312900, 690.8533611149988500, 290864465.9504964400000000, 298837580.6084688900000000, 2284.8492210752456000, 1235.6647859802906000, 1921.8919063611354000, 34327133.3709502440000000
3140, 314000.0000000000000000, 259149737.2296682600000000, 285591964.6010851300000000, 385644080.1450393800000000, 1019.8816126511191000, -750.4360888026850500, 690.6548924364294600, 290988032.4290944900000000, 299029769.7991049900000000, 2284.2859201369824000, 1235.1267476659355000, 1921.5681310159753000, 34557946.2605308370000000
3141, 314100.0000000000000000, 259074693.6207879800000000, 285661030.0903287500000000, 385644811.9539181000000000, 1019.8796894265109000, -750.6161285998438200, 690.4563768917622600, 291111545.1038610900000000, 299221926.6122065800000000, 2283.7271325838969000, 1234.5940666911263000, 1921.2462378859548000, 34788759.2107790190000000
3142, 314200.0000000000000000, 258999632.0079279800000000, 285730075.7280179300000000, 385645543.9335206200000000, 1019.8777657570287000, -750.7961152092585700, 690.2578144955944000, 291235004.5105302300000000, 299414051.2359951700000000, 2283.1727781149561000, 1234.0666380192126000, 1920.9262004702637000, 35019572.0431367680000000
3143, 314300.0000000000000000, 258924552.3964070700000000, 285799101.5094674800000000, 385646276.0837950100000000, 1019.8758416428109000, -750.9760486187844900, 690.0592052625258900, 291358411.1743321400000000, 299606143.8560422100000000, 2282.6227783911954000, 1233.5443594065700000, 1920.6079927477590000, 35250384.5877813770000000
3144, 314400.0000000000000000, 258849454.7915451800000000, 285868107.4299937500000000, 385647008.4046894900000000, 1019.8739170839964000, -751.1559288162809500, 689.8605492071601500, 291481765.6102728200000000, 299798204.6553170100000000, 2282.0770569765400000, 1233.0271313107214000, 1920.2915891682594000, 35481196.6832716610000000
3145, 314500.0000000000000000, 258774339.1986635600000000, 285937093.4849144800000000, 385647740.8961521400000000, 1019.8719920807242000, -751.3357557896116500, 689.6618463441035400, 291605068.3234038900000000, 299990233.8142338400000000, 2281.5355392807228000, 1232.5148568020359000, 1919.9769646439083000, 35712008.1762089580000000
3146, 314600.0000000000000000, 258699205.6230846000000000, 286006059.6695488700000000, 385648473.5581311000000000, 1019.8700666331331000, -751.5155295266442900, 689.4630966879655000, 291728319.8090841200000000, 300182231.5106982600000000, 2280.9981525042249000, 1232.0074414788476000, 1919.6640945406130000, 35942818.9209136890000000
3147, 314700.0000000000000000, 258624054.0701319300000000, 286075005.9792176500000000, 385649206.3905745100000000, 1019.8681407413620000, -751.6952500152507400, 689.2643002533587800, 291851520.5532320100000000, 300374197.9201523100000000, 2280.4648255851489000, 1231.5047933858400000, 1919.3529546695686000, 36173628.7791151850000000
3148, 314800.0000000000000000, 258548884.5451304000000000, 286143932.4092429900000000, 385649939.3934304700000000, 1019.8662144055498000, -751.8749172433073200, 689.0654570548989600, 291974671.0325706000000000, 300566133.2156192700000000, 2279.9354891479516000, 1231.0068229355525000, 1919.0435212788755000, 36404437.6196553860000000
3149, 314900.0000000000000000, 258473697.0534060600000000, 286212838.9549484800000000, 385650672.5666470500000000, 1019.8642876258356000, -752.0545311986942400, 688.8665671072050100, 292097771.7148641300000000, 300758037.5677471800000000, 2279.4100754539600000, 1230.5134428328711000, 1918.7357710452532000, 36635245.3182050880000000
3150, 315000.0000000000000000, 258398491.6002861900000000, 286281725.6116592300000000, 385651405.9101723400000000, 1019.8623604023581000, -752.2340918692960900, 688.6676304248987900, 292220823.0591474200000000, 300949911.1448516800000000, 2278.8885183536017000, 1230.0245680023725000, 1918.4296810658586000, 36866051.7569922360000000
3151, 315100.0000000000000000, 258323268.1910992600000000, 286350592.3747017400000000, 385652139.4239544300000000, 1019.8604327352567000, -752.4135992430016100, 688.4686470226054100, 292343825.5159476400000000, 301141754.1129582500000000, 2278.3707532402791000, 1229.5401155183977000, 1918.1252288502128000, 37096856.8245418670000000
3152, 315200.0000000000000000, 258248026.8311749700000000, 286419439.2394040200000000, 385652873.1079413900000000, 1019.8585046246702000, -752.5930533077037100, 688.2696169149530800, 292466779.5274995000000000, 301333566.6358432800000000, 2277.8567170058222000, 1229.0600045377380000, 1917.8223923122387000, 37327660.4154270140000000
3153, 315300.0000000000000000, 258172767.5258441900000000, 286488266.2010955200000000, 385653606.9620811300000000, 1019.8565760707377000, -752.7724540512995200, 688.0705401165730600, 292589685.5279532700000000, 301525348.8750745100000000, 2277.3463479974662000, 1228.5841562348182000, 1917.5211497624152000, 37558462.4300300550000000
3154, 315400.0000000000000000, 258097490.2804390500000000, 286557073.2551071600000000, 385654340.9863218100000000, 1019.8546470735984000, -752.9518014616903700, 687.8714166420996900, 292712543.9435767500000000, 301717100.9900507300000000, 2276.8395859762786000, 1228.1124937392735000, 1917.2214799000494000, 37789262.7743140980000000
3155, 315500.0000000000000000, 258022195.1002928900000000, 286625860.3967713700000000, 385655075.1806114300000000, 1019.8527176333913000, -753.1310955267817900, 687.6722465061705000, 292835355.1929506700000000, 301908823.1380407200000000, 2276.3363720770003000, 1227.6449420758163000, 1916.9233618056683000, 38020061.3596039190000000
3156, 315600.0000000000000000, 257946881.9907402100000000, 286694627.6214219900000000, 385655809.5448980900000000, 1019.8507877502558000, -753.3103362344835400, 687.4730297234260700, 292958119.6871582300000000, 302100515.4742212900000000, 2275.8366487692224000, 1227.1814281062964000, 1916.6267749335332000, 38250858.1023760960000000
3157, 315700.0000000000000000, 257871550.9571167500000000, 286763374.9243943100000000, 385656544.0791295800000000, 1019.8488574243310000, -753.4895235727094600, 687.2737663085100600, 293080837.8299688700000000, 302292178.1517146200000000, 2275.3403598198711000, 1226.7218804738632000, 1916.3316991042780000, 38481652.9240575950000000
3158, 315800.0000000000000000, 257796202.0047594900000000, 286832102.3010251500000000, 385657278.7832540300000000, 1019.8469266557559000, -753.6686575293777000, 687.0744562760693300, 293203510.0180162800000000, 302483811.3216250500000000, 2274.8474502569302000, 1226.2662295491407000, 1916.0381144976711000, 38712445.7508327290000000
3159, 315900.0000000000000000, 257720835.1390065600000000, 286900809.7466527800000000, 385658013.6572194700000000, 1019.8449954446701000, -753.8477380924106200, 686.8750996407537700, 293326136.6409711800000000, 302675415.1330748200000000, 2274.3578663343696000, 1225.8144073783335000, 1915.7460016455032000, 38943236.5134581480000000
3160, 316000.0000000000000000, 257645450.3651973000000000, 286969497.2566168300000000, 385658748.7009736900000000, 1019.8430637912128000, -754.0267652497348100, 686.6756964172162700, 293448718.0817090300000000, 302866989.7332393500000000, 2273.8715554982241000, 1225.3663476331815000, 1915.4553414246000000, 39174025.1470854130000000
3161, 316100.0000000000000000, 257570047.6886723300000000, 287038164.8262585400000000, 385659483.9144647700000000, 1019.8411316955231000, -754.2057389892808000, 686.4762466201129900, 293571254.7164723300000000, 303058535.2673817900000000, 2273.3884663537820000, 1224.9219855626893000, 1915.1661150499606000, 39404811.5910903810000000
3162, 316200.0000000000000000, 257494627.1147733900000000, 287106812.4509205200000000, 385660219.2976406200000000, 1019.8391991577406000, -754.3846592989837100, 686.2767502641030400, 293693746.9150285700000000, 303250051.8788867600000000, 2272.9085486338445000, 1224.4812579465574000, 1914.8783040680221000, 39635595.7889101280000000
3163, 316300.0000000000000000, 257419188.6488435000000000, 287175440.1259469400000000, 385660954.8504492000000000, 1019.8372661780046000, -754.5635261667825900, 686.0772073638487400, 293816195.0408232200000000, 303441539.7092935400000000, 2272.4317531680131000, 1224.0441030502457000, 1914.5918903500476000, 39866377.6878858360000000
3164, 316400.0000000000000000, 257343732.2962268300000000, 287244047.8466833200000000, 385661690.5728383700000000, 1019.8353327564546000, -754.7423395806207500, 685.8776179340154600, 293938599.4511282400000000, 303632998.8983285400000000, 2271.9580318529670000, 1223.6104605816020000, 1914.3068560856398000, 40097157.2391124140000000
